"Facility ID","Facility Name","Short Description","Description","Facility Open Date","Facility Address 1","Facility Address 2","Facility City","Facility State","Facility Zip Code","Facility Phone Number","Facility Fax Number","Facility Website","Facility County Code","Facility County","Regional Office ID","Regional Office","Main Site Name","Main Site Facility ID","Operating Certificate Number","Operator Name","Operator Address 1","Operator Address 2","Operator City","Operator State","Operator Zip Code","Cooperator Name","Cooperator Address","Cooperator Address 2","Cooperator City","Cooperator State","Cooperator Zip Code","Ownership Type","Facility Latitude","Facility Longitude","Facility Location"
"14984","Evergreen Court Home for Adults SP, LLC","AH","Adult Home","08/15/1990","65 Lafayette Street",,"Spring Valley","New York","10977","8453567700","8453526244",,"43","Rockland","5","Metropolitan Area Regional Office - New York City",,,"620-F-078","Evergreen Court Home for Adults SP, LLC","138 Lake Street",,"Spring Valley","New York","10977-5184",,,,,"New York",,"LLC","41.114866","-74.039971","(41.114866, -74.039971)"
"15804","UPSTATE Medical Clay","HOSP-EC","Hospital Extension Clinic","07/17/2025","8687 Carling Road",,"Liverpool","New York","13090","3154648772",,,"33","Onondaga","3","Central New York Regional Office","University Hospital SUNY Health Science Center","635","3301007H","State University of New York","178-50 Linden Blvd",,"Jamaica","New York","11434",,,,,"New York",,"State","43.18969","-76.24042","(43.18969, -76.24042)"
"12574","Aides At Home, Inc.","LHCSA","Licensed Home Care Services Agency","09/20/2002","91-31 Queens Boulevard","Suite 408","Elmhurst","New York","11373-5541","7186399365","7186399394","www.aidesathome.com","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"0605L003","Aides At Home, Inc.","29 West Marie Street",,"Hicksville","New York","11801-3868",,,,,"New York",,"Business Corporation","40.733719","-73.869356","(40.733719, -73.869356)"
"6099","Capital District Internal Medicine","HOSP-EC","Hospital Extension Clinic","06/28/1996","1440 Western Avenue",,"Guilderland","New York","12203",,,,"1","Albany","4","Capital District Regional Office","Samaritan Hospital","756","4102002H","Samaritan Hospital of Troy NY Inc","2215 Burdett Avenue",,"Troy","New York","12180","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","42.680035","-73.834526","(42.680035, -73.834526)"
"6709","WIHD Mobile Dental Van","DTC-EC","Diagnostic and Treatment Center Extension Clinic","03/25/2005","325 Cedarwood Hall",,"Valhalla","New York","10595","9144937000",,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","Westchester Institute for Human Development, Inc.","6712","5957204R","Westchester Institute for Human Development, Inc.","325 Cedarwood Hall",,"Valhalla","New York","10595",,,,,"New York",,"Not for Profit Corporation","41.08506","-73.807222","(41.08506, -73.807222)"
"5751","Western New York State Veterans Home","NH","Residential Health Care Facility - SNF","08/28/1995","220 Richmond Avenue",,"Batavia","New York","14020","5853452000",,,"18","Genesee","1","Western Regional Office - Buffalo",,,"1801305N","New York State Department of Health","Empire State Plaza","Corning Tower  Room 1683","Albany","New York","12237",,,,,"New York",,"State","43.009151","-78.198471","(43.009151, -78.198471)"
"9452","Thelma C. Davidson Adair Medical/Dental clinic","DTC-EC","Diagnostic and Treatment Center Extension Clinic","07/01/2009","565 Manhattan Avenue",,"New York","New York","10027",,,,"7093","New York","5","Metropolitan Area Regional Office - New York City","William F. Ryan Community Health Center","1529","7002243R","William F Ryan Community Health Center Inc","110 West 97th Street",,"New York","New York","10025",,,,,"New York",,"Not for Profit Corporation","40.809978","-73.953293","(40.809978, -73.953293)"
"7562","Rogosin Brookdale Campus","DTC-EC","Diagnostic and Treatment Center Extension Clinic","05/04/1998","9701 Church Avenue",,"Brooklyn","New York","11212","6463170750",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Rogosin Kidney Center","3136","7002122R","The Rogosin Institute Inc","505 East 70th Street 2nd Floor",,"New York","New York","10021",,,,,"New York",,"Not for Profit Corporation","40.656487","-73.914345","(40.656487, -73.914345)"
"15880","Bridge Street ASC","DTC","Diagnostic and Treatment Center","03/04/2026","79 Bridge Street",,"Brooklyn","New York","11201","7185686699",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001814R","Bridge Street ASC, LLC","79 Bridge Street",,"Brooklyn","New York","11201",,,,,"New York",,"LLC","40.702","-73.98461","(40.702, -73.98461)"
"7770","New England Laser & Cosmetic Surgery Center","DTC","Diagnostic and Treatment Center","07/06/1999","1072 Troy Schenectady Road",,"Latham","New York","12110","5187867000",,,"1","Albany","4","Capital District Regional Office",,,"0153203R","New England Laser & Cosmetic Surgery Center, LLC","1072 Troy Schenectady Road",,"Latham","New York","12110",,,,,"New York",,"Business Corporation","42.765404","-73.810654","(42.765404, -73.810654)"
"15312","Ahava Medical and Rehabilitation Center, LLC - Mobile Van","DTC-EC","Diagnostic and Treatment Center Extension Clinic","06/01/2022","16 Sumner Place",,"Brooklyn","New York","11206","7183369500",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Ahava Medical and Rehabilitation Center, LLC","8621","7001123R","Ahava Medical and Rehabilitation Center, LLC","2555 Nostrand Avenue",,"Brooklyn","New York","11210",,,,,"New York",,"LLC","40.70072","-73.94062","(40.70072, -73.94062)"
"13494","Visiting Angels","LHCSA","Licensed Home Care Services Agency","11/19/2016","4 West Red Oak Lane","Suite 112","White Plains","New York","10604","9146964200","9146964201","www.visitingangels.com/westchesterny","59","Westchester","6","Metropolitan Area Regional Office - New Rochelle",,,"2431L001","Kb Homecare, Inc.","4 West Red Oak Lane","Suite 112","White Plains","New York","10604",,,,,"New York",,"Business Corporation","41.017584","-73.723175","(41.017584, -73.723175)"
"4033","Personal Touch Home Aides of New York Inc","CHHA","Certified Home Health Agency","12/02/1988","2555 Ocean Avenue, Suite 202",,"Brooklyn","New York","11229","7183756111","7183756619",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001625","Personal Touch Home Aides of New York Inc","222-15 Northern Boulevard",,"Bayside","New York","11361",,,,,"New York",,"Business Corporation","40.59919","-73.95117","(40.59919, -73.95117)"
"6637","All City Family Healthcare Center, Inc.","DTC","Diagnostic and Treatment Center","06/15/2004","3632 Nostrand Avenue",,"Brooklyn","New York","11229","7183324409",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001285R","All City Family Healthcare Center Inc","3636 Nostrand Avenue",,"Brooklyn","New York","11229",,,,,"New York",,"Business Corporation","40.595226","-73.940964","(40.595226, -73.940964)"
"13206","Paramount Homecare Agency Inc","LHCSA","Licensed Home Care Services Agency","08/28/2013","161 Kings Highway","Suite 2","Brooklyn","New York","11223","9293339685","9293339684",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1952L001","Paramount Homecare Agency Inc","161 Kings Highway","Suite 2","Brooklyn","New York","11223",,,,,"New York",,"Business Corporation","40.606068","-73.985577","(40.606068, -73.985577)"
"9106","Stamford Central School","HOSP-SB","School Based Hospital Extension Clinic","12/28/2009","1 River Street",,"Stamford","New York","12167",,,,"12","Delaware","4","Capital District Regional Office","Mary Imogene Bassett Hospital","746","3824000H","Mary Imogene Bassett Hospital Inc","Atwell Road",,"Cooperstown","New York","13326","Bassett Healthcare Network","1 Atwell Road",,"Cooperstown","New York","13326","Not for Profit Corporation","42.410805","-74.620636","(42.410805, -74.620636)"
"8575","Queens Dialysis at The Pavilion, LLC","DTC","Diagnostic and Treatment Center","05/05/2008","36-17 Parsons Boulevard",,"Flushing","New York","11354","7188885228",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"7003282R","Queens Dialysis at The Pavilion, LLC","36-17 Parsons Boulevard",,"Flushing","New York","11354",,,,,"New York",,"LLC","40.764179","-73.823189","(40.764179, -73.823189)"
"3448","The Womens Center","HOSP-EC","Hospital Extension Clinic","02/06/1991","1445 Portland Avenue Suite 175",,"Rochester","New York","14621","7163365040",,,"27","Monroe","2","Western Regional Office - Rochester","Rochester General Hospital","411","2701003H","Rochester General Hospital Inc","905 Culver Road",,"Rochester","New York","14609","Rochester Regional Health","89 Genesee Street",,"Rochester","New York","14611","Not for Profit Corporation","43.19281","-77.584511","(43.19281, -77.584511)"
"3407","Sapphire Nursing and Rehab at Goshen","NH","Residential Health Care Facility - SNF","09/18/1985","46 Harriman Drive",,"Goshen","New York","10924","8453601207","8452913737",,"35","Orange","6","Metropolitan Area Regional Office - New Rochelle",,,"3523304N","Goshen Operations, LLC","46 Harriman Drive",,"Goshen","New York","10924",,,,,"New York",,"LLC","41.389069","-74.318451","(41.389069, -74.318451)"
"870","St. James Hospital","HOSP","Hospital","01/01/1901","7329 Seneca Road North",,"Hornell","New York","14843","6073248000",,,"50","Steuben","2","Western Regional Office - Rochester",,,"5002001H","St. James Hospital","411 Canisteo Street",,"Hornell","New York","14843",,,,,"New York",,"Not for Profit Corporation","42.314438","-77.660164","(42.314438, -77.660164)"
"3088","Far Rockaway Treatment Center","HOSP-EC","Hospital Extension Clinic","07/25/1983","1600 Central Avenue",,"Far Rockaway","New York","11691","7184707621",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Long Island Jewish Medical Center","1630","7003004H","Long Island Jewish Medical Center","270-05 76 Avenue",,"New Hyde Park","New York","11040","Northwell Quality and Medical Affairs, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation","40.605255","-73.751953","(40.605255, -73.751953)"
"349","The Pines at Catskill Center for Nursing & Rehabilitation","NH","Residential Health Care Facility - SNF","02/01/1989","154 Jefferson Heights",,"Catskill","New York","12414","5189435151",,,"19","Greene","4","Capital District Regional Office",,,"1921303N","Catskill Crossings, LLC","154 Jefferson Heights",,"Catskill","New York","12414",,,,,"New York",,"LLC","42.231598","-73.877724","(42.231598, -73.877724)"
"2636","Manhasset Day Center Clinic","HOSP-EC","Hospital Extension Clinic","01/01/1901","Christ Episcopal Church",,"Manhasset","New York","11030","7184707621",,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","Long Island Jewish Medical Center","1630","7003004H","Long Island Jewish Medical Center","270-05 76 Avenue",,"New Hyde Park","New York","11040","Northwell Quality and Medical Affairs, Inc.","2000 Marcus Ave.",,"New Hyde Park","New York","11042","Not for Profit Corporation","40.793499","-73.696411","(40.793499, -73.696411)"
"9000","Care For the Homeless","DTC","Diagnostic and Treatment Center","11/29/2008","1911-1921 Jerome Avenue",,"Bronx","New York","10453",,,,"7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"7000279R","Care For The Homeless, Inc","1911-1921 Jerome Avenue",,"Bronx","New York","10453",,,,,"New York",,"Not for Profit Corporation","40.850643","-73.910332","(40.850643, -73.910332)"
"12639","Home Care Preferred","LHCSA","Licensed Home Care Services Agency","01/26/2001","800 West Miller Street","Unit 6","Newark","New York","14513-2171","3153317990","3153322514","www.grhc.com","58","Wayne","2","Western Regional Office - Rochester",,,"0811L001","Genesee Region Home Care Of Ontario County, Inc.","330 Monroe Avenue",,"Rochester","New York","14607",,,,,"New York",,"Not for Profit Corporation","43.044282","-77.111042","(43.044282, -77.111042)"
"13197","Queens Homecare Agency, Inc.","LHCSA","Licensed Home Care Services Agency","06/27/2013","2 East Broadway Suite 808",,"New York","New York","10038","2129252180","2129252180",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"1937L001","Queens Homecare Agency, Inc.","2 East Broadway Suite 808",,"New York","New York","10038",,,,,"New York",,"Business Corporation","40.713516","-73.997506","(40.713516, -73.997506)"
"10115","Crossways Park Dialysis","DTC-EC","Diagnostic and Treatment Center Extension Clinic","01/19/2018","113 Crossways Park Drive, Suite 100",,"Woodbury","New York","11797",,,,"29","Nassau","7","Metropolitan Area Regional Office - Long Island","Port Washington Dialysis Center","9926","2951206R","True North Dialysis Center, LLC","1 Cisney Avenue",,"Floral Park","New York","11001",,,,,"New York",,"LLC","40.809142","-73.48579","(40.809142, -73.48579)"
"13938","Optum Of New York, Inc.","LHCSA","Licensed Home Care Services Agency","09/24/1998","118-35 Queens Blvd","Suite 437","Forest hills","New York","11375","8009503963","9176834773",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"9937L002","Optum Of New York, Inc.","70 East Sunrise Highway","Suite 500","Valley Stream","New York","11581",,,,,"New York",,"Business Corporation","40.71506","-73.8317","(40.71506, -73.8317)"
"9917","Sun River Health Church Avenue","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/21/2016","2412 Church Avenue",,"Brooklyn","New York","11226",,,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Sun River Health","1040","5901200R","Sun River Health Care, Inc.","1037 Main Street",,"Peekskill","New York","10566",,,,,"New York",,"Not for Profit Corporation","40.650112","-73.955406","(40.650112, -73.955406)"
"14647","Hultquist Place","AH","Adult Home","09/11/2006","715 Falconer Street",,"Jamestown","New York","14701","7167209610","7167209609",,"6","Chautauqua","1","Western Regional Office - Buffalo",,,"060-E-015","Lutheran Housing Realty Inc.","715 Falconer Street",,"Jamestown","New York","14701-1935",,,,,"New York",,"Not for Profit Corporation","42.114821","-79.209239","(42.114821, -79.209239)"
"13562","Infinicare Inc.","LHCSA","Licensed Home Care Services Agency","08/24/2016","90 Bowery Street","Suite 305","New York","New York","10013","2125292836","2125292780",,"7093","New York","5","Metropolitan Area Regional Office - New York City",,,"2558L001","Infinicare Inc.","90 Bowery Street","Suite 305","New York","New York","10013",,,,,"New York",,"Business Corporation","40.717492","-73.995667","(40.717492, -73.995667)"
"10287","Fresenius Kidney Care - Batavia","DTC-EC","Diagnostic and Treatment Center Extension Clinic","05/16/2019","4185 Veterans Memorial Drive",,"Batavia","New York","14020",,,,"18","Genesee","1","Western Regional Office - Buffalo","FMS-Southern Manhattan Dialysis Center","3414","7002176R","New York Dialysis Services Inc","650 Mcclellan",,"Schenectady","New York","12304",,,,,"New York",,"Business Corporation","43.017131","-78.205728","(43.017131, -78.205728)"
"6774","LMRC Mobile Unit",,"School Based Diagnostic and Treatment Center Extension Clinic","04/20/2005","1312 38th Street",,"Brooklyn","New York","11218","7186867600",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","L'Refuah Medical & Rehabilitation Center","6249","7001296R","L'Refuah Medical & Rehabilitation Center,Inc","571 Mcdonald Ave",,"Brooklyn","New York","11218",,,,,"New York",,"Not for Profit Corporation","40.640945","-73.985405","(40.640945, -73.985405)"
"8620","Planned Parenthood Amsterdam Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","10/21/2008","Kem Plaza, 4803 Route 30, Perth Road",,"Amsterdam","New York","12010","5188420285","5188420376",,"32","Oneida","3","Central New York Regional Office","Planned Parenthood Joan Malin Brooklyn Health Center","1332","7002273R","Planned Parenthood of Greater New York, Inc.","26 Bleeker Street",,"New York","New York","10012",,,,,"New York",,"Not for Profit Corporation","42.974472","-74.187447","(42.974472, -74.187447)"
"1407","Crown Heights Center for Nursing and Rehabilitation","NH","Residential Health Care Facility - SNF","01/01/1901","810-20 St Marks Avenue",,"Brooklyn","New York","11213","7184677300",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001398N","St. Marks Brooklyn Associates L.L.C.","810 St. Marks Avenue",,"Brooklyn","New York","11213",,,,,"New York",,"LLC","40.674923","-73.945709","(40.674923, -73.945709)"
"9083","Samaritan OB/GYN","HOSP-EC","Hospital Extension Clinic","11/09/2009","Capital Region Health Park","713 Troy - Schenectady Road, Suite 304","Latham","New York","12110","5187866270",,,"1","Albany","4","Capital District Regional Office","Samaritan Hospital","756","4102002H","Samaritan Hospital of Troy NY Inc","2215 Burdett Avenue",,"Troy","New York","12180","St. Peter's Health Partners","315 South Manning Boulevard",,"Albany","New York","12208","Not for Profit Corporation","42.746944","-73.758889","(42.746944, -73.758889)"
"14785","Legacy at Cranberry Landing","AH","Adult Home","05/15/2015","300 Cranberry Landing Drive",,"Rochester","New York","14609","5852443630","5207977757","#https://legacycranberrylanding.watermarkcommunities.com/?utm_src=lr#","27","Monroe","1","Western Regional Office - Buffalo",,,"370-F-252","Rochester Operating Company, LLC","2020 W Rudasill Rd.",,"Tucson","New York","85704",,,,,"New York",,"LLC","43.189273","-77.548839","(43.189273, -77.548839)"
"6385","Specialists' One-Day Surgery Center, LLC","DTC-EC","Diagnostic and Treatment Center Extension Clinic","03/12/2002","6711 Towpath Road, Suite 165",,"East Syracuse","New York","13057","3154986200",,,"33","Onondaga","3","Central New York Regional Office","Specialists' One-Day Surgery Center, LLC","10265","3301216R","Specialists' One-Day Surgery Center, LLC","190 Intrepid Lane",,"Syracuse","New York","13205",,,,,"New York",,"LLC","43.051949","-76.057985","(43.051949, -76.057985)"
"17","St. Peter's Nursing And Rehabilitation Center","NH","Residential Health Care Facility - SNF","01/01/1901","301 Hackett Blvd",,"Albany","New York","12208","5185257600",,,"1","Albany","4","Capital District Regional Office",,,"0101305N","Villa Mary Immaculate","St Elizabeth Motherhouse",,"Allegany","New York","14706","Trinity Health Corporation","20555 Victor Parkway",,"Livonia","New York","48152","Not for Profit Corporation","42.653301","-73.805016","(42.653301, -73.805016)"
"12805","Option Care","LHCSA","Licensed Home Care Services Agency","05/30/2003","1000 Seventh North Street","Suite B40","Liverpool","New York","13088","3157688490","3157686043","CriticalCareSystems.com","33","Onondaga","3","Central New York Regional Office",,,"1196L001","Critical Care Systems Of New York, Inc.","3000 Lakeside Drive","Suite 300n","Bannockburn","New York","60015-5145",,,,,"New York",,"Business Corporation","43.099581","-76.181702","(43.099581, -76.181702)"
"15649","Northtowns Ambulatory Surgery Center LLC","DTC","Diagnostic and Treatment Center","06/03/2024","111 North Maplemere Road",,"Amherst","New York","14221","7188170450",,,"14","Erie","1","Western Regional Office - Buffalo",,,"1451204R","Northtowns Ambulatory Surgery Center LLC","111 North Maplemere Road",,"Buffalo","New York","14221",,,,,"New York",,"LLC","42.9962","-78.78131","(42.9962, -78.78131)"
"13775","Kearney Home Care Services Inc.","LHCSA","Licensed Home Care Services Agency","05/07/1992","43-32 45th St",,"Long Island City","New York","11104-2302","7184722273","7184725224","www.kearneyhomecare.com","7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"9233L001","Kearney Home Care Services Inc.","43-32 45th Street",,"Long Island City","New York","11104-",,,,,"New York",,"Business Corporation","40.744082","-73.919723","(40.744082, -73.919723)"
"15659","Mrs G's Services LLC","LHCSA","Licensed Home Care Services Agency","07/15/2024","65 Broadway",,"Haverstraw","New York","10927","9146530123","9148190833",,"43","Rockland","6","Metropolitan Area Regional Office - New Rochelle",,,"1524L003","Mrs. G'S Services, Llc","134 Poningo Street",,"Port Chester","New York","10573",,,,,"New York",,"LLC","41.19888","-73.96528","(41.19888, -73.96528)"
"245","Stony Brook University Hospital","HOSP","Hospital","01/21/1980","Health Sciences Center SUNY",,"Stony Brook","New York","11794","6314442701",,,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"5151001H","State University of New York","178-50 Linden Blvd",,"Jamaica","New York","11434",,,,,"New York",,"State","40.909217","-73.115198","(40.909217, -73.115198)"
"13048","Greater New York Nursing Services","LHCSA","Licensed Home Care Services Agency","03/01/2011","6424 18th Avenue,","2nd Floor","Brooklyn","New York","11218","2126877464","2122577016",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1684L001","Greater New York Home Care, Llc","6424 18th Avenue,","2nd Floor","Brooklyn","New York","11218",,,,,"New York",,"LLC","40.61937","-73.99016","(40.61937, -73.99016)"
"15542","W Health Center","DTC","Diagnostic and Treatment Center","10/19/2023","70 Lee Avenue",,"Brooklyn","New York","11211","7184088877",,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001810R","W Medical, LLC","700 Lee Avenue",,"Brooklyn","New York","11211",,,,,"New York",,"LLC","40.70554","-73.95994","(40.70554, -73.95994)"
"6738","University Gi&Hepatology","HOSP-EC","Hospital Extension Clinic","10/06/2004","3 Technolgy Drive",,"East Setauket","New York","11733","6314445220",,,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island","Stony Brook University Hospital","245","5151001H","State University of New York","178-50 Linden Blvd",,"Jamaica","New York","11434",,,,,"New York",,"State","40.896912","-73.087799","(40.896912, -73.087799)"
"13191","Top Quality Home Care Agency, Llc","LHCSA","Licensed Home Care Services Agency","01/18/2012","523 North Perry Street",,"Johnstown","New York","12095","5187622273","5187622278",,"17","Fulton","4","Capital District Regional Office",,,"1927L001","Top Quality Home Care Agency, Llc","523 North Perry Street",,"Johnstown","New York","12095",,,,,"New York",,"LLC","43.031361","-74.364107","(43.031361, -74.364107)"
"3152","Centers Home Health Revival","CHHA","Certified Home Health Agency","08/21/2008","4770 White Plains Road",,"Bronx","New York","10470","7188638000","7188638077",,"7094","Bronx","5","Metropolitan Area Regional Office - New York City",,,"7000609","Alpine Home Health Care, LLC","4770 White Plains Road",,"Bronx","New York","10470",,,,,"New York",,"LLC","40.905293","-73.849434","(40.905293, -73.849434)"
"6498","Hillery Park Academy #27","HOSP-SB","School Based Hospital Extension Clinic","12/31/2002","73 Pawnee Parkway",,"Buffalo","New York","14210",,,,"14","Erie","1","Western Regional Office - Buffalo","Buffalo General Medical Center","207","1401014H","Kaleida Health","100 High Street",,"Buffalo","New York","14203",,,,,"New York",,"Not for Profit Corporation","42.861355","-78.810204","(42.861355, -78.810204)"
"9406","Hudson Valley Hospital Center Infusion Center","HOSP-EC","Hospital Extension Clinic","01/12/2012","1978 Crompond Road",,"Cortlandt Manor","New York","10567",,,,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle","NewYork-Presbyterian/Hudson Valley Hospital","1039","5901000H","Hudson Valley Hospital Center","1980 Crompond Road",,"Peekskill","New York","10566","NYP Community Programs, Inc.","525 East 68th Street Box 88",,"New York","New York","10065","Not for Profit Corporation","41.291515","-73.893532","(41.291515, -73.893532)"
"13334","Access To Home Care Services, Inc.","LHCSA","Licensed Home Care Services Agency","08/27/2014","69 South Street",,"Auburn","New York","13021","3152582842","3152583770",,"5","Cayuga","3","Central New York Regional Office",,,"2143L001","Access To Home Care Services, Inc.","69 South Street",,"Auburn","New York","13021",,,,,"New York",,"Business Corporation","42.926471","-76.566262","(42.926471, -76.566262)"
"10380","Sun River Health Patchogue","DTC-EC","Diagnostic and Treatment Center Extension Clinic","09/27/2019","501 North Ocean Avenue",,"Patchogue","New York","11772","8454769359",,,"51","Suffolk","7","Metropolitan Area Regional Office - Long Island","Sun River Health","1040","5901200R","Sun River Health Care, Inc.","1037 Main Street",,"Peekskill","New York","10566",,,,,"New York",,"Not for Profit Corporation","40.781343","-73.015804","(40.781343, -73.015804)"
"6539","Franklin Center for Rehab&Nursg ADHCP","ADHCP","Adult Day Health Care Program - Offsite","07/22/2003","45-15 162nd Street",,"Flushing","New York","11358","7186703400",,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Franklin Center for Rehabilitation and Nursing","1708","7003402N","New Franklin Rehabilitation & Health Care Facility, LLC","142-27 Franklin Avenue",,"Flushing","New York","11355",,,,,"New York",,"LLC","40.755203","-73.804619","(40.755203, -73.804619)"
"15719","UMMC Healthy Living Campus","HOSP-EC","Hospital Extension Clinic","12/09/2024","211-213 East Main Street",,"Batavia","New York","14020",,,,"18","Genesee","1","Western Regional Office - Buffalo","United Memorial Medical Center North Street Campus","339","1801000H","United Memorial Medical Center","127 North St",,"Batavia","New York","14020","Rochester Regional Health","89 Genesee Street",,"Rochester","New York","14611","Not for Profit Corporation","43.00187","-78.2064","(43.00187, -78.2064)"
"9795","Gramercy Surgery Center, Inc. - Queens","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/06/2015","59-25 Kissena Boulevard",,"Flushing","New York","11355",,,,"7096","Queens","5","Metropolitan Area Regional Office - New York City","Gramercy Surgery Center, Inc","6908","7002183R","Gramercy Surgery Center, Inc","380 2nd Avenue, Suite 1000",,"New York","New York","10010",,,,,"New York",,"Business Corporation","40.739917","-73.814594","(40.739917, -73.814594)"
"15062","The Villa at Westhampton","AH","Adult Home","06/14/2017","68 Old Country Road",,"Westhampton","New York","11977","6312408100","6312408190","www.hamptonsvilla.com#http://www.hamptonsvilla.com#","51","Suffolk","7","Metropolitan Area Regional Office - Long Island",,,"700-F-939","Westhampton Senior Living, Inc.","68 Old Country Road",,"Westhampton","New York","11977",,,,,"New York",,"Business Corporation","40.827851","-72.67682","(40.827851, -72.67682)"
"12554","New Haven Manor Home Care Agency","LHCSA","Licensed Home Care Services Agency","11/05/1999","1526 New Haven Avenue",,"Far Rockaway","New York","11691-5148","7184717200","7184717650",,"7096","Queens","5","Metropolitan Area Regional Office - New York City",,,"0557L001","New Haven Manor Home Care Agency Llc","1526 New Haven Avenue",,"Far Rockaway","New York","11691-5148",,,,,"New York",,"LLC","40.599549","-73.749295","(40.599549, -73.749295)"
"1084","Open Door Family Medical Center, Inc","DTC","Diagnostic and Treatment Center","09/27/1979","165 Main St",,"Ossining","New York","10562","9149411263","9149410093",,"59","Westchester","6","Metropolitan Area Regional Office - New Rochelle",,,"5905200R","Ossining Open Door Associates, Inc.","165 Main Street",,"Ossining","New York","10562",,,,,"New York",,"Not for Profit Corporation","41.161324","-73.862625","(41.161324, -73.862625)"
"4822","September Hill",,"Primary Care Hospital - Critical Access Hospital Extension Clinic","10/13/2005","250 Steuben Street",,"Montour Falls","New York","14865","6075354645",,,"48","Schuyler","2","Western Regional Office - Rochester","Schuyler Hospital","858","4823700C","Schuyler Hospital, Inc.","Montour & Townsend Line Road",,"Montour Falls","New York","14865","Cayuga Health System, Inc.","101 Dates Drive",,"Ithaca","New York","14850","Not for Profit Corporation","42.351494","-76.858948","(42.351494, -76.858948)"
"14966","The Eliot at Troy, LLC","AH","Adult Home","01/28/1986","2902 Upper Tibbits Avenue",,"Troy","New York","12180","5182732040","5182731542",,"41","Rensselaer","4","Capital District Regional Office",,,"600-F-252","The Eliot At Troy, Llc","167 Route 304",,"Bardonia","New York","10954",,,,,"New York",,"LLC","42.730413","-73.664078","(42.730413, -73.664078)"
"12855","Heart To Heart Home Care","LHCSA","Licensed Home Care Services Agency","12/19/2007","1 Smith Street 3rd Floor",,"Bronx","New York","10458-5203","7183055858","7183056258",,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"1332L002","Heart To Heart Home Care, Inc.","1 Smith Street 3rd Floor",,"Brooklyn","New York","11201",,,,,"New York",,"Business Corporation","40.69106","-73.98734","(40.69106, -73.98734)"
"9945","Palm Gardens Dialysis Center LLC","DTC","Diagnostic and Treatment Center","07/21/2016","615 Avenue C",,"Brooklyn","New York","11218",,,,"7095","Kings","5","Metropolitan Area Regional Office - New York City",,,"7001146R","Palm Gardens Dialysis Center LLC","32 East 57th Street, 10th floor",,"New York","New York","10022",,,,,"New York",,"LLC","40.641071","-73.972849","(40.641071, -73.972849)"
"10136","Betances Health Center","DTC-EC","Diagnostic and Treatment Center Extension Clinic","04/12/2018","1427 Broadway",,"Brooklyn","New York","11221",,,,"7095","Kings","5","Metropolitan Area Regional Office - New York City","Betances Health Center","1503","7002208R","Betances Health Center","280 Henry Street",,"New York","New York","10002",,,,,"New York",,"Not for Profit Corporation","40.688325","-73.919851","(40.688325, -73.919851)"
"9471","Oncology Services at Care Lane","HOSP-EC","Hospital Extension Clinic","03/21/2013","3 Care Lane",,"Saratoga Springs","New York","12866",,,,"45","Saratoga","4","Capital District Regional Office","Glens Falls Hospital","1005","5601000H","Glens Falls Hospital Inc","100 Park Street",,"Glens Falls","New York","12801","Albany Med Health System","New Scotland Avenue",,"Albany","New York","12208","Not for Profit Corporation","43.085854","-73.807434","(43.085854, -73.807434)"
